SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,Investorname,InvestmentnType,AmountinUSD,Remarks,State
1568,07-06-2016,HelpShift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity Round,23000000,nan,Maharashtra
1569,07-06-2016,CreditVidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity Round,1000000,nan,Maharashtra
1570,08-06-2016,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,1000000,nan,Telangana
1571,08-06-2016,ListUp,eCommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,500000,nan,Maharashtra
1572,08-06-2016,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding,200000,nan,Maharashtra
1573,08-06-2016,Shopwati,Consumer Internet,Online Fashion Discussion Community,Gurgaon,Sanjiv Rai,Seed Funding,N/A,nan,Haryana
1574,08-06-2016,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed Funding,N/A,nan,Karnataka
1575,08-06-2016,StoreKing,eCommerce,Connecting Small Town Consumers to E-Commerce,Bangalore,Axiata Digital,Private Equity Round,16000000,nan,Karnataka
1576,08-06-2016,Wired Hub,Real Estate,Co-Working Spaces,Jaipur,"Ankit Maheshwari, Anand Singh",Seed Funding,N/A,nan,Rajasthan
1577,08-06-2016,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurgaon,BlackJag Partners,Seed Funding,200000,nan,Haryana
1578,09-06-2016,Teabox,eCommerce,Online Tea Store,Pune,Cameron Jones,Seed Funding,N/A,nan,Maharashtra
1579,09-06-2016,ExtraaEdge,Consumer Internet,Student Acquisition Platform,Pune,"Ritesh Dwivedy, Priti Padhy",Seed Funding,N/A,nan,Maharashtra
1580,09-06-2016,EPayLater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed Funding,2000000,nan,Maharashtra
1581,10-06-2016,Kyazoonga,eCommerce,Online event ticketing Platform,Mumbai,Ratan Tata,Seed Funding,N/A,nan,Maharashtra
1582,10-06-2016,Paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity Round,500000,nan,Delhi
1583,10-06-2016,Kickstart Jobs,Technology,Entry level hiring platform,Gurgaon,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,N/A,nan,Haryana
1584,10-06-2016,Freshee,FMCG,Household packaging & Storage product manufacturer,Mumbai,Edelweiss Private Equity,Private Equity Round,N/A,nan,Maharashtra
1585,10-06-2016,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,Ratan Tata,Seed Funding,N/A,nan,Karnataka
1586,11-06-2016,Jazzmyride,eCommerce,Auto Parts & Accessories eTailer,New Delhi,TVS Automobile Solutions Ltd,Private Equity Round,N/A,nan,Delhi
1587,11-06-2016,AutoSense,Technology,Data Analytics based Customer Management Services,New Delhi,TVS Automobile Solutions Ltd,Private Equity Round,N/A,nan,Delhi
1588,11-06-2016,Redsun Telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity Round,N/A,nan,Tamil Nadu
1589,13-06-2016,KhanaGadi,Consumer Internet,Online Food Delivery for Train Travelers,Jaipur,50K Ventures,Seed Funding,N/A,nan,Rajasthan
1590,13-06-2016,Bombay Shirt Company,eCommerce,Online custom Shirt retailer,Mumbai,Undisclosed Investors,Private Equity Round,1000000,nan,Maharashtra
1591,13-06-2016,Matrubharti,Consumer Internet,e-Book Publisher,Mumbai,Viridian Capital,Seed Funding,30000,nan,Maharashtra
1592,14-06-2016,EdTechReview,Consumer Internet,Education based online portal,New Delhi,EVC Ventures,Seed Funding,N/A,nan,Delhi
1593,14-06-2016,Bonhomia,Food & Beverage,Premium Tea & Coffee Capsules maker,New Delhi,Valpro Capital and existing investors,Private Equity Round,N/A,nan,Delhi
1594,14-06-2016,Gobolt,Logistics,B2B Logistics provider,New Delhi,MCube8,Seed Funding,N/A,nan,Delhi
1595,14-06-2016,Jivox,Technology,Data Driven Advertising platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity Round,6000000,nan,Karnataka
1596,14-06-2016,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,1000000,nan,Maharashtra
1597,14-06-2016,CureJoy,Consumer Internet,Online Alternative health community platform,Bangalore,Accel Partners India,Private Equity Round,4400000,nan,Karnataka
1598,15-06-2016,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,450000,nan,Gujarat
1599,15-06-2016,GrabOnRent,eCommerce,On-demand product rental marketplace,Bangalore,IvyCap Ventures and Unicorn India Ventures,Private Equity Round,N/A,nan,Karnataka
1600,16-06-2016,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity Round,450000,nan,Delhi
1601,16-06-2016,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity Round,600000,nan,Haryana
1602,16-06-2016,Athletto,Consumer Internet,Sports Venue discovery and booking platform,Bangalore,Atul Ingle,Seed Funding,N/A,nan,Karnataka
1603,16-06-2016,Saavn,Consumer Internet,Web/Mobile Music Streaming service,Mumbai,Guy Oseary,Private Equity Round,N/A,nan,Maharashtra
1604,16-06-2016,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity Round,20000000,nan,Karnataka
1605,16-06-2016,ThinkPhi,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed Funding,N/A,nan,Maharashtra
1606,17-06-2016,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity Round,12000000,nan,Delhi
1607,17-06-2016,Silvan Innovation Labs,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity Round,900000,nan,Karnataka
1608,17-06-2016,GreytHR,Technology,Payroll & HR Software Developer,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity Round,5200000,nan,Karnataka
1609,17-06-2016,Duffl,eCommerce,Fashion Rental Marketplace,Bangalore,BetOnIndia Technology Pvt Ltd,Seed Funding,N/A,nan,Karnataka
1610,17-06-2016,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bangalore,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,N/A,nan,Karnataka
1611,20-06-2016,Dipper,eCommerce,Freight Logistics Marketplace,New Delhi,Undisclosed Investors,Seed Funding,N/A,nan,Delhi
1612,20-06-2016,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,Hamraj Kumar,Seed Funding,N/A,nan,Delhi
1613,20-06-2016,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,Ahemadabad,Timbru Ventures,Seed Funding,N/A,nan,Gujarat
1614,21-06-2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,150000,nan,Maharashtra
1615,21-06-2016,REstate,Consumer Internet,Real Estate Platform,Bangalore,Idein Ventures,Seed Funding,N/A,nan,Karnataka
1616,21-06-2016,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity Round,N/A,nan,Maharashtra
1617,21-06-2016,ProcMart,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity Round,N/A,nan,Uttar Pradesh
1618,21-06-2016,Celerix,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed Funding,400000,nan,Karnataka
1619,21-06-2016,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,225000,nan,Maharashtra
1620,21-06-2016,CyclopsMedtech,Technology,Medical Technology Provider,Bangalore,CP Bothra,Seed Funding,N/A,nan,Karnataka
1621,21-06-2016,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,150000,nan,Tamil Nadu
1622,21-06-2016,PrettySecrets,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity Round,6000000,nan,Maharashtra
1623,22-06-2016,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,150000,nan,Maharashtra
1624,23-06-2016,FarEye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity Round,3500000,nan,Delhi
1625,23-06-2016,The Uolo,Consumer Internet,School Parent Communication App,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,210000,nan,Karnataka
1626,23-06-2016,Staqu,Technology,Artificial Intelligence based search platform,Gurgaon,Indian Angel Network,Seed Funding,N/A,nan,Haryana
1627,23-06-2016,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity Round,N/A,nan,Delhi
1628,24-06-2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,50000,nan,Maharashtra
1629,24-06-2016,PratiLipi,Consumer Internet,Multi-Lingual self-publishing platform,Bangalore,Nexus Venture Partners,Seed Funding,N/A,nan,Karnataka
1630,24-06-2016,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed Funding,500000,nan,Karnataka
1631,24-06-2016,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity Round,6000000,nan,Maharashtra
1632,24-06-2016,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity Round,3000000,nan,Maharashtra
1633,24-06-2016,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed Investors,Seed Funding,148000,nan,Delhi
1634,27-06-2016,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,1200000,nan,Karnataka
1635,27-06-2016,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bangalore,Undisclosed Investors,Seed Funding,100000,nan,Karnataka
1636,27-06-2016,Voler Cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,"Kanodia family, Amit Banka",Seed Funding,N/A,nan,Delhi
1637,27-06-2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,GVFL Ltd,Private Equity Round,3000000,nan,Karnataka
1638,28-06-2016,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Partners, RB Investments",Private Equity Round,8000000,nan,Haryana
1639,28-06-2016,Locanix,Technology,GPS based SaaS Solutions,Ahemadabad,Undisclosed Investors,Seed Funding,300000,nan,Gujarat
1640,28-06-2016,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahemadabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity Round,32000000,nan,Gujarat
1641,28-06-2016,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,295000,nan,Delhi
1642,28-06-2016,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed Funding,N/A,nan,Telangana
1643,28-06-2016,BlogBeats,Consumer Internet,Online Blogging Platform,Bangalore,Undisclosed Investors,Seed Funding,N/A,nan,Karnataka
1644,29-06-2016,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity Round,100000,nan,Delhi
1645,29-06-2016,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,50000,nan,West Bengal
1646,29-06-2016,ImpactGuru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,N/A,nan,Maharashtra
1647,29-06-2016,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity Round,1500000,nan,Maharashtra
1648,30-06-2016,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity Round,25000000,nan,Maharashtra
1649,30-06-2016,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bangalore,Aarin Capital,Seed Funding,220000,nan,Karnataka
1650,30-06-2016,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bangalore,"Omidyar Network, Accel Partners & existing investors",Private Equity Round,N/A,nan,Karnataka
1651,30-06-2016,Biryani Blues,Food & Beverage,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity Round,368000,nan,Haryana
1654,01-05-2016,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,N/A,nan,Maharashtra
1655,01-05-2016,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,376000,nan,Delhi
1656,01-05-2016,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,145000,nan,Maharashtra
1657,02-05-2016,Airwood,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed Funding,N/A,nan,Tamil Nadu
1658,03-05-2016,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity Round,50000000,nan,Haryana
1659,03-05-2016,iDreamCareer,Consumer Internet,Career Planning Services Portal,New Delhi,Brand Capital,Private Equity Round,N/A,nan,Delhi
1660,03-05-2016,Zwayam,Consumer Internet,Online Recruitment Platform,Bangalore,Undisclosed Investors,Seed Funding,250000,nan,Karnataka
1661,03-05-2016,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,Undisclosed Investors,Seed Funding,N/A,nan,Gujarat
1662,03-05-2016,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,180000,nan,Maharashtra
1663,03-05-2016,Prepathon,Education,Competitive Exam learning platform,Mumbai,Blume Ventures,Private Equity Round,N/A,nan,Maharashtra
1664,04-05-2016,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,200000,nan,Maharashtra
1665,04-05-2016,Lenskart,eCommerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity Round,60000000,nan,Delhi
1666,04-05-2016,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity Round,12000000,nan,Maharashtra
1667,04-05-2016,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed Funding,200000,nan,Tamil Nadu
1668,04-05-2016,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed Funding,200000,nan,Maharashtra
1669,04-05-2016,MyDentistChoice,eCommerce,Medical Supplies eTailer,Hyderabad,Undisclosed Investors,Seed Funding,150000,nan,Telangana
1670,04-05-2016,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Pune,Kalaari Capital Accelerator Program,Seed Funding,500000,nan,Maharashtra
1671,04-05-2016,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,500000,nan,Delhi
1672,04-05-2016,Indee,Consumer Internet,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed Funding,500000,nan,Karnataka
1673,05-05-2016,Unbxd,Technology,eCommerce product discovery software,New Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity Round,N/A,nan,Delhi
1674,05-05-2016,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding,375000,nan,Karnataka
1675,06-05-2016,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity Round,1000000,nan,Uttar Pradesh
1676,06-05-2016,Meesho,eCommerce,Social commerce platform,Bangalore,Rajul Garg & Others,Seed Funding,N/A,nan,Karnataka
1677,07-05-2016,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed Investors,Seed Funding,75000,nan,Telangana
1678,09-05-2016,Locus,Technology,Logistics Intelligence platform,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity Round,2750000,nan,Karnataka
1679,09-05-2016,Toko Innovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bangalore,"Roopak Saluja, Vishal Khare",Seed Funding,450000,nan,Karnataka
1680,09-05-2016,Rentickle,eCommerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,250000,nan,Delhi
1681,10-05-2016,HealthifyMe,Consumer Internet,Health & Fitness App,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity Round,6000000,nan,Karnataka
1682,10-05-2016,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity Round,1500000,nan,Tamil Nadu
1683,10-05-2016,InnoNano Research,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity Round,18000000,nan,Tamil Nadu
1684,10-05-2016,SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed Investors,Seed Funding,1500000,nan,Maharashtra
1685,10-05-2016,Swiggy,Consumer Internet,Food Delivery Platform,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity Round,7000000,nan,Karnataka
1686,11-05-2016,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investors,Private Equity Round,900000,nan,Karnataka
1687,11-05-2016,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity Round,N/A,nan,Haryana
1688,11-05-2016,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity Round,100000000,nan,Maharashtra
1689,12-05-2016,Unacademy,Consumer Internet,Free Online Education Platform,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,500000,nan,Karnataka
1690,12-05-2016,Capital Float,Consumer Internet,Online Lending Platform,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity Round,25000000,nan,Karnataka
1691,12-05-2016,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity Round,150000,nan,Telangana
1692,12-05-2016,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed Funding,N/A,nan,Rajasthan
1693,12-05-2016,ShabdNagari,Consumer Internet,Hindi social networking portal,Kanpur,ah! Ventures,Seed Funding,N/A,nan,Uttar Pradesh
1694,12-05-2016,Galleri5,Consumer Internet,Visual Content Discovery platform,Bangalore,"Phanindra Sama, Raghunandan G,",Seed Funding,N/A,nan,Karnataka
1695,12-05-2016,Derbii,Logistics,Carpooling Services,Gurgaon,Anurag Chauhan,Seed Funding,N/A,nan,Haryana
1696,13-05-2016,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity Round,13500000,nan,Tamil Nadu
1697,13-05-2016,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity Round,2200000,nan,Maharashtra
1698,16-05-2016,Smartivity,eCommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity Round,1000000,nan,Delhi
1699,16-05-2016,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity Round,N/A,nan,Maharashtra
1700,17-05-2016,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity Round,N/A,nan,Maharashtra
1701,17-05-2016,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity Round,N/A,nan,Haryana
1702,17-05-2016,Blinge,eCommerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,N/A,nan,Maharashtra
1703,18-05-2016,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed Funding,250000,nan,Karnataka
